# uri, category, realVul, report
/spring-demo/reflectedXss/xss005.do,reflected-xss,TRUE,
/spring-demo/reflectedXss/xss006.do,reflected-xss,TRUE,
/spring-demo/reflectedXss/xss007.do,reflected-xss,TRUE,
/spring-demo/reflectedXss/xss008.do,reflected-xss,TRUE,
/spring-demo/reflectedXss/xss009.do,reflected-xss,TRUE,
/spring-demo/reflectedXss/xss010.do,reflected-xss,TRUE,
/spring-demo/sensitivelog/sensitiveLog001.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sensitivelog/sensitiveLog002.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sensitivelog/sensitiveLog003.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sensitivelog/sensitiveLog004.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sensitivelog/sensitiveLog005.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sensitivelog/sensitiveLog006.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sensitivelog/sensitiveLog007.do,sensitive-info-reveal-log,TRUE,
/spring-demo/sessionfixation/login1.do,session-fixation,TRUE,
/spring-demo/sessionfixation/login2.do,session-fixation,FALSE,
/spring-demo/sessionRewriting/login.do,session-url-rewriting,TRUE,
/spring-demo/sqlInjection/sql001.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql002.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql003.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql004.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql005.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql006.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql007.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql008.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql009.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql010.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql011.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql012.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql013.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql014.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql015.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql016.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql017.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql018.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql019.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql020.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql021.do,sql-injection,TRUE,
/spring-demo/sqlInjection/sql022.do,sql-injection,TRUE,
/spring-demo/ssrf/ssrf001.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf002.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf003.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf004.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf005.do,ssrf-low,TRUE,
/spring-demo/ssrf/ssrf006.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf007.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf008.do,ssrf-high,TRUE,
/spring-demo/ssrf/ssrf009.do,ssrf-medium,TRUE,
/spring-demo/ssrf/ssrf010.do,ssrf-low,TRUE,
/spring-demo/strackTrace/exception.do,stack-trace-information-leakage,TRUE,
/spring-demo/trustboundary/tbv001.do,trust-boundary-violation,TRUE,
/spring-demo/trustboundary/tbv002.do,trust-boundary-violation,TRUE,
/spring-demo/trustboundary/tbv003.do,trust-boundary-violation,TRUE,
/spring-demo/unsafeAutoBinding/binding001.do,unsafe-springmvc-auto-binding,TRUE,
/spring-demo/unsafeConnection/unsafeTest.do,unsafe-database-connection,TRUE,
/spring-demo/unsafeDbPwdStorge/storge001.do,unsafe-db-password-storge,TRUE,
/spring-demo/unsafeLogout/logout.do,unsafe-logout,TRUE,
/spring-demo/unsafeReadline/testReadline.do,unsafe-readline,TRUE,
/spring-demo/untrustedDeserialization/XStream/deserial001.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/XStream/deserial002.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/XStream/deserial003.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/XStream/deserial004.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/XStream/deserial005.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/Kryo/deserial006.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/Kryo/deserial007.do,untrusted-deserialization,TRUE,
/spring-demo/untrustedDeserialization/Kryo/deserial008.do,untrusted-deserialization,TRUE,
/spring-demo/weakPasswordDBConnection/weakPwd001.do,weak-password-db-connection,TRUE,
/spring-demo/weakRandom/weakRandom001.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom002.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom003.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom004.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom005.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom006.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom007.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom008.do,crypto-weak-randomness,TRUE,
/spring-demo/weakRandom/weakRandom009.do,crypto-weak-randomness,TRUE,
/spring-demo/xcontenttype/xcontenttype_insecure.jsp,xcontenttype-header-missing,TRUE,
/spring-demo/xcontenttype/xcontenttype.jsp,xcontenttype-header-missing,FALSE,
/spring-demo/xpathInjection/xpath001.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath002.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath003.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath004.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath005.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath006.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath007.do,xpath-injection,TRUE,
/spring-demo/xpathInjection/xpath008.do,xpath-injection,TRUE,
/spring-demo/xssProtection/testDisable.do,x-xss-protection-header-disabled,TRUE,
/spring-demo/xxe/xxe001.do,xxe,TRUE,
/spring-demo/xxe/xxe002.do,xxe,TRUE,
/spring-demo/xxe/xxe003.do,xxe,TRUE,
/spring-demo/xxe/xxe004.do,xxe,TRUE,
/spring-demo/xxe/xxe005.do,xxe,TRUE,
/spring-demo/xxe/xxe006.do,xxe,TRUE,
/spring-demo/xxe/xxe007.do,xxe,TRUE,
/spring-demo/xxe/xxe008.do,xxe,TRUE,
/spring-demo/xxe/xxe009.do,xxe,TRUE,
/spring-demo/xxe/xxe010.do,xxe,TRUE,
/spring-demo/xxe/xxe011.do,xxe,TRUE,
/spring-demo/xxe/xxe012.do,xxe,TRUE,
/spring-demo/xxe/xxe013.do,xxe,TRUE,
/spring-demo/xxe/xxe014.do,xxe,TRUE,
/spring-demo/xxe/xxe015.do,xxe,TRUE,
/spring-demo/xxe/xxe016.do,xxe,TRUE,
